measurement_id,instrument,operator,ref_value,instrument_offset,instrument_error,operator_offset,operator_error,measurement
580,instrument_1,operator_1,50,0,5,0,5,
581,instrument_5,operator_2,50,2,6,0,5,
582,instrument_2,operator_3,50,0,5,0,10,
583,instrument_4,operator_2,50,0,5,0,5,
584,instrument_2,operator_1,50,0,5,0,5,
585,instrument_1,operator_3,50,0,5,0,10,
586,instrument_1,operator_3,50,0,5,0,10,
587,instrument_1,operator_1,50,0,5,0,5,
588,instrument_5,operator_1,50,2,6,0,5,
589,instrument_4,operator_3,50,0,5,0,10,
590,instrument_2,operator_3,50,0,5,0,10,
591,instrument_2,operator_3,50,0,5,0,10,
592,instrument_4,operator_1,50,0,5,0,5,
593,instrument_1,operator_1,50,0,5,0,5,
594,instrument_5,operator_2,50,2,6,0,5,
595,instrument_1,operator_2,50,0,5,0,5,
596,instrument_5,operator_2,50,2,6,0,5,
597,instrument_3,operator_3,50,0,5,0,10,
598,instrument_2,operator_3,50,0,5,0,10,
599,instrument_3,operator_2,50,0,5,0,5,
600,instrument_3,operator_3,50,0,5,0,10,
601,instrument_5,operator_3,50,2,6,0,10,
602,instrument_3,operator_1,50,0,5,0,5,
603,instrument_4,operator_1,50,0,5,0,5,
604,instrument_5,operator_3,50,2,6,0,10,
605,instrument_1,operator_3,50,0,5,0,10,
606,instrument_3,operator_2,50,0,5,0,5,
607,instrument_1,operator_2,50,0,5,0,5,
608,instrument_5,operator_2,50,2,6,0,5,
609,instrument_4,operator_1,50,0,5,0,5,
610,instrument_1,operator_2,50,0,5,0,5,
611,instrument_1,operator_2,50,0,5,0,5,
612,instrument_3,operator_2,50,0,5,0,5,
613,instrument_4,operator_3,50,0,5,0,10,
614,instrument_4,operator_2,50,0,5,0,5,
615,instrument_2,operator_2,50,0,5,0,5,
616,instrument_1,operator_1,50,0,5,0,5,
617,instrument_3,operator_3,50,0,5,0,10,
618,instrument_1,operator_2,50,0,5,0,5,
619,instrument_3,operator_3,50,0,5,0,10,
620,instrument_3,operator_2,50,0,5,0,5,
621,instrument_4,operator_1,50,0,5,0,5,
622,instrument_4,operator_2,50,0,5,0,5,
623,instrument_1,operator_1,50,0,5,0,5,
624,instrument_3,operator_3,50,0,5,0,10,
625,instrument_1,operator_2,50,0,5,0,5,
626,instrument_4,operator_1,50,0,5,0,5,
627,instrument_1,operator_2,50,0,5,0,5,
628,instrument_5,operator_3,50,2,6,0,10,
629,instrument_2,operator_3,50,0,5,0,10,
630,instrument_4,operator_3,50,0,5,0,10,
631,instrument_3,operator_3,50,0,5,0,10,
632,instrument_2,operator_3,50,0,5,0,10,
633,instrument_3,operator_1,50,0,5,0,5,
634,instrument_1,operator_1,50,0,5,0,5,
635,instrument_4,operator_1,50,0,5,0,5,
636,instrument_4,operator_3,50,0,5,0,10,
637,instrument_5,operator_3,50,2,6,0,10,
638,instrument_5,operator_2,50,2,6,0,5,
639,instrument_1,operator_3,50,0,5,0,10,
640,instrument_2,operator_1,50,0,5,0,5,
641,instrument_3,operator_2,50,0,5,0,5,
642,instrument_1,operator_3,50,0,5,0,10,
643,instrument_5,operator_2,50,2,6,0,5,
644,instrument_3,operator_1,50,0,5,0,5,
645,instrument_4,operator_2,50,0,5,0,5,
646,instrument_4,operator_2,50,0,5,0,5,
647,instrument_1,operator_2,50,0,5,0,5,
648,instrument_2,operator_3,50,0,5,0,10,
649,instrument_2,operator_1,50,0,5,0,5,
650,instrument_1,operator_2,50,0,5,0,5,
651,instrument_3,operator_2,50,0,5,0,5,
652,instrument_1,operator_1,50,0,5,0,5,
653,instrument_3,operator_1,50,0,5,0,5,
654,instrument_3,operator_2,50,0,5,0,5,
655,instrument_1,operator_2,50,0,5,0,5,
656,instrument_4,operator_3,50,0,5,0,10,
657,instrument_3,operator_2,50,0,5,0,5,
658,instrument_3,operator_2,50,0,5,0,5,
659,instrument_5,operator_1,50,2,6,0,5,
660,instrument_3,operator_3,50,0,5,0,10,
661,instrument_4,operator_3,50,0,5,0,10,
662,instrument_4,operator_2,50,0,5,0,5,
663,instrument_3,operator_3,50,0,5,0,10,
664,instrument_2,operator_3,50,0,5,0,10,
665,instrument_4,operator_1,50,0,5,0,5,
666,instrument_3,operator_1,50,0,5,0,5,
667,instrument_5,operator_1,50,2,6,0,5,
668,instrument_1,operator_1,50,0,5,0,5,
669,instrument_3,operator_1,50,0,5,0,5,
670,instrument_2,operator_2,50,0,5,0,5,
671,instrument_2,operator_3,50,0,5,0,10,
672,instrument_3,operator_2,50,0,5,0,5,
673,instrument_5,operator_3,50,2,6,0,10,
674,instrument_2,operator_3,50,0,5,0,10,
675,instrument_4,operator_3,50,0,5,0,10,
676,instrument_1,operator_3,50,0,5,0,10,
677,instrument_2,operator_3,50,0,5,0,10,
678,instrument_3,operator_3,50,0,5,0,10,
679,instrument_2,operator_3,50,0,5,0,10,
680,instrument_2,operator_1,50,0,5,0,5,
681,instrument_3,operator_1,50,0,5,0,5,
682,instrument_3,operator_1,50,0,5,0,5,
683,instrument_1,operator_3,50,0,5,0,10,
684,instrument_3,operator_1,50,0,5,0,5,
685,instrument_2,operator_1,50,0,5,0,5,
686,instrument_1,operator_2,50,0,5,0,5,
687,instrument_5,operator_2,50,2,6,0,5,
688,instrument_2,operator_2,50,0,5,0,5,
689,instrument_2,operator_1,50,0,5,0,5,
690,instrument_2,operator_3,50,0,5,0,10,
691,instrument_5,operator_1,50,2,6,0,5,
692,instrument_5,operator_3,50,2,6,0,10,
693,instrument_1,operator_1,50,0,5,0,5,
694,instrument_1,operator_2,50,0,5,0,5,
695,instrument_1,operator_1,50,0,5,0,5,
696,instrument_5,operator_3,50,2,6,0,10,
697,instrument_2,operator_2,50,0,5,0,5,
698,instrument_4,operator_3,50,0,5,0,10,
699,instrument_5,operator_2,50,2,6,0,5,
700,instrument_2,operator_2,50,0,5,0,5,
701,instrument_1,operator_3,50,0,5,0,10,
702,instrument_4,operator_2,50,0,5,0,5,
703,instrument_4,operator_1,50,0,5,0,5,
704,instrument_3,operator_3,50,0,5,0,10,
705,instrument_5,operator_3,50,2,6,0,10,
706,instrument_5,operator_2,50,2,6,0,5,
707,instrument_3,operator_3,50,0,5,0,10,
708,instrument_1,operator_2,50,0,5,0,5,
709,instrument_2,operator_3,50,0,5,0,10,
710,instrument_1,operator_1,50,0,5,0,5,
711,instrument_3,operator_1,50,0,5,0,5,
712,instrument_3,operator_1,50,0,5,0,5,
713,instrument_4,operator_2,50,0,5,0,5,
714,instrument_3,operator_2,50,0,5,0,5,
715,instrument_3,operator_2,50,0,5,0,5,
716,instrument_1,operator_3,50,0,5,0,10,
717,instrument_1,operator_1,50,0,5,0,5,
718,instrument_2,operator_2,50,0,5,0,5,
719,instrument_1,operator_3,50,0,5,0,10,
720,instrument_4,operator_3,50,0,5,0,10,
721,instrument_2,operator_1,50,0,5,0,5,
722,instrument_2,operator_1,50,0,5,0,5,
723,instrument_3,operator_3,50,0,5,0,10,
724,instrument_1,operator_3,50,0,5,0,10,
725,instrument_2,operator_3,50,0,5,0,10,
726,instrument_1,operator_3,50,0,5,0,10,
727,instrument_5,operator_2,50,2,6,0,5,
728,instrument_3,operator_3,50,0,5,0,10,
729,instrument_1,operator_3,50,0,5,0,10,
730,instrument_3,operator_2,50,0,5,0,5,
731,instrument_5,operator_2,50,2,6,0,5,
732,instrument_1,operator_1,50,0,5,0,5,
733,instrument_2,operator_3,50,0,5,0,10,
734,instrument_4,operator_3,50,0,5,0,10,
735,instrument_5,operator_3,50,2,6,0,10,
736,instrument_2,operator_3,50,0,5,0,10,
737,instrument_1,operator_2,50,0,5,0,5,
738,instrument_2,operator_1,50,0,5,0,5,
739,instrument_5,operator_1,50,2,6,0,5,
740,instrument_2,operator_2,50,0,5,0,5,
741,instrument_2,operator_3,50,0,5,0,10,
742,instrument_3,operator_1,50,0,5,0,5,
743,instrument_1,operator_3,50,0,5,0,10,
744,instrument_2,operator_2,50,0,5,0,5,
745,instrument_3,operator_1,50,0,5,0,5,
746,instrument_1,operator_3,50,0,5,0,10,
747,instrument_1,operator_2,50,0,5,0,5,
748,instrument_1,operator_2,50,0,5,0,5,
749,instrument_5,operator_1,50,2,6,0,5,
750,instrument_3,operator_1,50,0,5,0,5,
751,instrument_3,operator_2,50,0,5,0,5,
752,instrument_4,operator_3,50,0,5,0,10,
753,instrument_2,operator_2,50,0,5,0,5,
754,instrument_3,operator_1,50,0,5,0,5,
755,instrument_4,operator_2,50,0,5,0,5,
756,instrument_1,operator_1,50,0,5,0,5,
757,instrument_2,operator_2,50,0,5,0,5,
758,instrument_3,operator_2,50,0,5,0,5,
759,instrument_2,operator_1,50,0,5,0,5,
760,instrument_3,operator_1,50,0,5,0,5,
761,instrument_4,operator_3,50,0,5,0,10,
762,instrument_4,operator_3,50,0,5,0,10,
763,instrument_1,operator_1,50,0,5,0,5,
764,instrument_2,operator_1,50,0,5,0,5,
765,instrument_1,operator_3,50,0,5,0,10,
766,instrument_2,operator_2,50,0,5,0,5,
767,instrument_4,operator_3,50,0,5,0,10,
768,instrument_4,operator_3,50,0,5,0,10,
769,instrument_4,operator_2,50,0,5,0,5,
770,instrument_1,operator_3,50,0,5,0,10,
771,instrument_4,operator_1,50,0,5,0,5,
772,instrument_1,operator_3,50,0,5,0,10,
773,instrument_2,operator_1,50,0,5,0,5,
774,instrument_2,operator_1,50,0,5,0,5,
775,instrument_3,operator_2,50,0,5,0,5,
776,instrument_2,operator_1,50,0,5,0,5,
777,instrument_3,operator_2,50,0,5,0,5,
778,instrument_4,operator_2,50,0,5,0,5,
779,instrument_4,operator_1,50,0,5,0,5,
780,instrument_4,operator_1,50,0,5,0,5,
781,instrument_4,operator_3,50,0,5,0,10,
782,instrument_4,operator_2,50,0,5,0,5,
783,instrument_5,operator_1,50,2,6,0,5,
784,instrument_5,operator_3,50,2,6,0,10,
785,instrument_5,operator_2,50,2,6,0,5,
786,instrument_2,operator_3,50,0,5,0,10,
787,instrument_4,operator_1,50,0,5,0,5,
788,instrument_5,operator_2,50,2,6,0,5,
789,instrument_1,operator_1,50,0,5,0,5,
790,instrument_1,operator_3,50,0,5,0,10,
791,instrument_3,operator_3,50,0,5,0,10,
792,instrument_4,operator_2,50,0,5,0,5,
793,instrument_2,operator_3,50,0,5,0,10,
794,instrument_4,operator_3,50,0,5,0,10,
795,instrument_5,operator_1,50,2,6,0,5,
796,instrument_2,operator_1,50,0,5,0,5,
797,instrument_5,operator_3,50,2,6,0,10,
798,instrument_4,operator_1,50,0,5,0,5,
799,instrument_5,operator_2,50,2,6,0,5,
800,instrument_5,operator_2,50,2,6,0,5,
801,instrument_3,operator_3,50,0,5,0,10,
802,instrument_1,operator_1,50,0,5,0,5,
803,instrument_1,operator_1,50,0,5,0,5,
804,instrument_2,operator_2,50,0,5,0,5,
805,instrument_1,operator_2,50,0,5,0,5,
806,instrument_5,operator_1,50,2,6,0,5,
807,instrument_5,operator_2,50,2,6,0,5,
808,instrument_1,operator_1,50,0,5,0,5,
809,instrument_4,operator_3,50,0,5,0,10,
810,instrument_2,operator_1,50,0,5,0,5,
811,instrument_5,operator_1,50,2,6,0,5,
812,instrument_3,operator_2,50,0,5,0,5,
813,instrument_4,operator_1,50,0,5,0,5,
814,instrument_3,operator_3,50,0,5,0,10,
815,instrument_1,operator_2,50,0,5,0,5,
816,instrument_4,operator_2,50,0,5,0,5,
817,instrument_1,operator_3,50,0,5,0,10,
818,instrument_2,operator_2,50,0,5,0,5,
819,instrument_3,operator_1,50,0,5,0,5,
820,instrument_2,operator_3,50,0,5,0,10,
821,instrument_3,operator_1,50,0,5,0,5,
822,instrument_2,operator_3,50,0,5,0,10,
823,instrument_1,operator_1,50,0,5,0,5,
824,instrument_4,operator_2,50,0,5,0,5,
825,instrument_2,operator_2,50,0,5,0,5,
826,instrument_3,operator_1,50,0,5,0,5,
827,instrument_1,operator_3,50,0,5,0,10,
828,instrument_3,operator_1,50,0,5,0,5,
829,instrument_1,operator_1,50,0,5,0,5,
830,instrument_1,operator_2,50,0,5,0,5,
831,instrument_3,operator_2,50,0,5,0,5,
832,instrument_3,operator_2,50,0,5,0,5,
833,instrument_2,operator_1,50,0,5,0,5,
834,instrument_3,operator_2,50,0,5,0,5,
835,instrument_3,operator_3,50,0,5,0,10,
836,instrument_1,operator_3,50,0,5,0,10,
837,instrument_3,operator_2,50,0,5,0,5,
838,instrument_1,operator_1,50,0,5,0,5,
839,instrument_3,operator_1,50,0,5,0,5,
840,instrument_3,operator_3,50,0,5,0,10,
841,instrument_5,operator_1,50,2,6,0,5,
842,instrument_5,operator_2,50,2,6,0,5,
843,instrument_4,operator_2,50,0,5,0,5,
844,instrument_1,operator_3,50,0,5,0,10,
845,instrument_4,operator_2,50,0,5,0,5,
846,instrument_1,operator_3,50,0,5,0,10,
847,instrument_2,operator_1,50,0,5,0,5,
848,instrument_3,operator_3,50,0,5,0,10,
849,instrument_5,operator_2,50,2,6,0,5,
850,instrument_4,operator_1,50,0,5,0,5,
851,instrument_1,operator_1,50,0,5,0,5,
852,instrument_5,operator_1,50,2,6,0,5,
853,instrument_2,operator_3,50,0,5,0,10,
854,instrument_5,operator_2,50,2,6,0,5,
855,instrument_2,operator_1,50,0,5,0,5,
856,instrument_1,operator_2,50,0,5,0,5,
857,instrument_3,operator_3,50,0,5,0,10,
858,instrument_3,operator_2,50,0,5,0,5,
859,instrument_4,operator_1,50,0,5,0,5,
860,instrument_4,operator_2,50,0,5,0,5,
861,instrument_5,operator_3,50,2,6,0,10,
862,instrument_1,operator_1,50,0,5,0,5,
863,instrument_5,operator_3,50,2,6,0,10,
864,instrument_4,operator_2,50,0,5,0,5,
865,instrument_3,operator_1,50,0,5,0,5,
866,instrument_2,operator_1,50,0,5,0,5,
867,instrument_3,operator_1,50,0,5,0,5,
868,instrument_2,operator_3,50,0,5,0,10,
869,instrument_3,operator_2,50,0,5,0,5,
870,instrument_5,operator_2,50,2,6,0,5,
871,instrument_3,operator_2,50,0,5,0,5,
872,instrument_5,operator_1,50,2,6,0,5,
873,instrument_2,operator_2,50,0,5,0,5,
874,instrument_2,operator_2,50,0,5,0,5,
875,instrument_4,operator_1,50,0,5,0,5,
876,instrument_3,operator_2,50,0,5,0,5,
877,instrument_1,operator_3,50,0,5,0,10,
878,instrument_5,operator_3,50,2,6,0,10,
879,instrument_3,operator_2,50,0,5,0,5,
880,instrument_1,operator_3,50,0,5,0,10,
881,instrument_5,operator_3,50,2,6,0,10,
882,instrument_5,operator_1,50,2,6,0,5,
883,instrument_2,operator_2,50,0,5,0,5,
884,instrument_3,operator_3,50,0,5,0,10,
885,instrument_4,operator_2,50,0,5,0,5,
886,instrument_1,operator_1,50,0,5,0,5,
887,instrument_5,operator_3,50,2,6,0,10,
888,instrument_1,operator_3,50,0,5,0,10,
889,instrument_1,operator_2,50,0,5,0,5,
890,instrument_2,operator_3,50,0,5,0,10,
891,instrument_2,operator_1,50,0,5,0,5,
892,instrument_1,operator_2,50,0,5,0,5,
893,instrument_2,operator_1,50,0,5,0,5,
894,instrument_4,operator_1,50,0,5,0,5,
895,instrument_1,operator_2,50,0,5,0,5,
896,instrument_4,operator_3,50,0,5,0,10,
897,instrument_2,operator_1,50,0,5,0,5,
898,instrument_1,operator_1,50,0,5,0,5,
899,instrument_2,operator_3,50,0,5,0,10,
900,instrument_1,operator_3,50,0,5,0,10,
901,instrument_1,operator_2,50,0,5,0,5,
902,instrument_1,operator_2,50,0,5,0,5,
903,instrument_1,operator_1,50,0,5,0,5,
904,instrument_2,operator_1,50,0,5,0,5,
905,instrument_1,operator_3,50,0,5,0,10,
906,instrument_4,operator_1,50,0,5,0,5,
907,instrument_5,operator_3,50,2,6,0,10,
908,instrument_4,operator_3,50,0,5,0,10,
909,instrument_3,operator_3,50,0,5,0,10,
910,instrument_3,operator_3,50,0,5,0,10,
911,instrument_5,operator_3,50,2,6,0,10,
912,instrument_3,operator_3,50,0,5,0,10,
913,instrument_5,operator_1,50,2,6,0,5,
914,instrument_5,operator_3,50,2,6,0,10,
915,instrument_3,operator_1,50,0,5,0,5,
916,instrument_5,operator_3,50,2,6,0,10,
917,instrument_1,operator_3,50,0,5,0,10,
918,instrument_2,operator_1,50,0,5,0,5,
919,instrument_5,operator_2,50,2,6,0,5,
920,instrument_5,operator_1,50,2,6,0,5,
921,instrument_2,operator_2,50,0,5,0,5,
922,instrument_2,operator_3,50,0,5,0,10,
923,instrument_1,operator_3,50,0,5,0,10,
924,instrument_3,operator_1,50,0,5,0,5,
925,instrument_4,operator_3,50,0,5,0,10,
926,instrument_4,operator_2,50,0,5,0,5,
927,instrument_3,operator_2,50,0,5,0,5,
928,instrument_2,operator_1,50,0,5,0,5,
929,instrument_5,operator_1,50,2,6,0,5,
930,instrument_5,operator_2,50,2,6,0,5,
931,instrument_1,operator_1,50,0,5,0,5,
932,instrument_3,operator_2,50,0,5,0,5,
933,instrument_5,operator_1,50,2,6,0,5,
934,instrument_3,operator_1,50,0,5,0,5,
935,instrument_4,operator_1,50,0,5,0,5,
936,instrument_3,operator_2,50,0,5,0,5,
937,instrument_3,operator_1,50,0,5,0,5,
938,instrument_1,operator_3,50,0,5,0,10,
939,instrument_4,operator_2,50,0,5,0,5,
940,instrument_3,operator_2,50,0,5,0,5,
941,instrument_3,operator_2,50,0,5,0,5,
942,instrument_5,operator_1,50,2,6,0,5,
943,instrument_2,operator_2,50,0,5,0,5,
944,instrument_4,operator_1,50,0,5,0,5,
945,instrument_3,operator_2,50,0,5,0,5,
946,instrument_5,operator_2,50,2,6,0,5,
947,instrument_4,operator_2,50,0,5,0,5,
948,instrument_5,operator_1,50,2,6,0,5,
949,instrument_2,operator_2,50,0,5,0,5,
950,instrument_1,operator_1,50,0,5,0,5,
951,instrument_3,operator_3,50,0,5,0,10,
952,instrument_2,operator_3,50,0,5,0,10,
953,instrument_4,operator_1,50,0,5,0,5,
954,instrument_3,operator_1,50,0,5,0,5,
955,instrument_3,operator_3,50,0,5,0,10,
956,instrument_1,operator_2,50,0,5,0,5,
957,instrument_2,operator_2,50,0,5,0,5,
958,instrument_1,operator_3,50,0,5,0,10,
959,instrument_1,operator_2,50,0,5,0,5,
960,instrument_2,operator_2,50,0,5,0,5,
961,instrument_5,operator_3,50,2,6,0,10,
962,instrument_5,operator_1,50,2,6,0,5,
963,instrument_1,operator_2,50,0,5,0,5,
964,instrument_1,operator_1,50,0,5,0,5,
965,instrument_3,operator_1,50,0,5,0,5,
966,instrument_1,operator_1,50,0,5,0,5,
967,instrument_1,operator_3,50,0,5,0,10,
968,instrument_4,operator_2,50,0,5,0,5,
969,instrument_2,operator_3,50,0,5,0,10,
970,instrument_3,operator_2,50,0,5,0,5,
971,instrument_2,operator_1,50,0,5,0,5,
972,instrument_4,operator_2,50,0,5,0,5,
973,instrument_4,operator_1,50,0,5,0,5,
974,instrument_5,operator_1,50,2,6,0,5,
975,instrument_4,operator_3,50,0,5,0,10,
976,instrument_4,operator_3,50,0,5,0,10,
977,instrument_5,operator_3,50,2,6,0,10,
978,instrument_4,operator_2,50,0,5,0,5,
979,instrument_4,operator_2,50,0,5,0,5,
980,instrument_5,operator_3,50,2,6,0,10,
981,instrument_2,operator_1,50,0,5,0,5,
982,instrument_3,operator_3,50,0,5,0,10,
983,instrument_4,operator_3,50,0,5,0,10,
984,instrument_1,operator_3,50,0,5,0,10,
985,instrument_5,operator_1,50,2,6,0,5,
986,instrument_5,operator_1,50,2,6,0,5,
987,instrument_5,operator_3,50,2,6,0,10,
988,instrument_1,operator_3,50,0,5,0,10,
989,instrument_4,operator_3,50,0,5,0,10,
990,instrument_1,operator_3,50,0,5,0,10,
991,instrument_1,operator_1,50,0,5,0,5,
992,instrument_5,operator_1,50,2,6,0,5,
993,instrument_4,operator_1,50,0,5,0,5,
994,instrument_2,operator_2,50,0,5,0,5,
995,instrument_5,operator_1,50,2,6,0,5,
996,instrument_1,operator_2,50,0,5,0,5,
997,instrument_3,operator_3,50,0,5,0,10,
998,instrument_1,operator_1,50,0,5,0,5,
999,instrument_2,operator_2,50,0,5,0,5,
1000,instrument_2,operator_2,50,0,5,0,5,
